year,country,growth_factor_name,growth_factor_value,
2049,Malta,decarbonization_of_grid_electricity,-0.5,
2050,Malta,decarbonization_of_grid_electricity,-0.5,
2022,Malta,share_of_electricity_in_road_transport,0.1,
2023,Malta,share_of_electricity_in_road_transport,0.1,
2024,Malta,share_of_electricity_in_road_transport,0.1,
2025,Malta,share_of_electricity_in_road_transport,0.2,
2026,Malta,share_of_electricity_in_road_transport,0.2,
2027,Malta,share_of_electricity_in_road_transport,0.2,
2028,Malta,share_of_electricity_in_road_transport,0.2,
2029,Malta,share_of_electricity_in_road_transport,0.2,
2030,Malta,share_of_electricity_in_road_transport,0.5,
2031,Malta,share_of_electricity_in_road_transport,0.5,
2032,Malta,share_of_electricity_in_road_transport,0.5,
2033,Malta,share_of_electricity_in_road_transport,0.5,
2034,Malta,share_of_electricity_in_road_transport,0.5,
2035,Malta,share_of_electricity_in_road_transport,0.8,
2036,Malta,share_of_electricity_in_road_transport,0.8,
2037,Malta,share_of_electricity_in_road_transport,0.8,
2038,Malta,share_of_electricity_in_road_transport,0.8,
2039,Malta,share_of_electricity_in_road_transport,0.8,
2040,Malta,share_of_electricity_in_road_transport,1.0,
2041,Malta,share_of_electricity_in_road_transport,1.0,
2042,Malta,share_of_electricity_in_road_transport,1.0,
2043,Malta,share_of_electricity_in_road_transport,1.0,
2044,Malta,share_of_electricity_in_road_transport,1.0,
2045,Malta,share_of_electricity_in_road_transport,1.4,
2046,Malta,share_of_electricity_in_road_transport,1.4,
2047,Malta,share_of_electricity_in_road_transport,1.4,
2048,Malta,share_of_electricity_in_road_transport,1.4,
2049,Malta,share_of_electricity_in_road_transport,1.4,
2050,Malta,share_of_electricity_in_road_transport,1.7,
2022,Malta,bus_annual_change_in_passenger_km,0.3,
2023,Malta,bus_annual_change_in_passenger_km,0.3,
2024,Malta,bus_annual_change_in_passenger_km,0.3,
2025,Malta,bus_annual_change_in_passenger_km,0.3,
2026,Malta,bus_annual_change_in_passenger_km,0.3,
2027,Malta,bus_annual_change_in_passenger_km,0.3,
2028,Malta,bus_annual_change_in_passenger_km,0.3,
2029,Malta,bus_annual_change_in_passenger_km,0.3,
2030,Malta,bus_annual_change_in_passenger_km,0.1,
2031,Malta,bus_annual_change_in_passenger_km,0.1,
2032,Malta,bus_annual_change_in_passenger_km,0.1,
2033,Malta,bus_annual_change_in_passenger_km,0.1,
2034,Malta,bus_annual_change_in_passenger_km,0.1,
2035,Malta,bus_annual_change_in_passenger_km,0.1,
2036,Malta,bus_annual_change_in_passenger_km,0.1,
2037,Malta,bus_annual_change_in_passenger_km,0.1,
2038,Malta,bus_annual_change_in_passenger_km,0.1,
2039,Malta,bus_annual_change_in_passenger_km,0.1,
2040,Malta,bus_annual_change_in_passenger_km,0.1,
2041,Malta,bus_annual_change_in_passenger_km,0.1,
2042,Malta,bus_annual_change_in_passenger_km,0.1,
2043,Malta,bus_annual_change_in_passenger_km,0.1,
2044,Malta,bus_annual_change_in_passenger_km,0.1,
2045,Malta,bus_annual_change_in_passenger_km,0.1,
2046,Malta,bus_annual_change_in_passenger_km,0.1,
2047,Malta,bus_annual_change_in_passenger_km,0.1,
2048,Malta,bus_annual_change_in_passenger_km,0.1,
2049,Malta,bus_annual_change_in_passenger_km,0.1,
2050,Malta,bus_annual_change_in_passenger_km,0.1,
2022,Malta,car_annual_change_in_passenger_km,0.4,
2023,Malta,car_annual_change_in_passenger_km,0.4,
2024,Malta,car_annual_change_in_passenger_km,0.4,
2025,Malta,car_annual_change_in_passenger_km,0.4,
2026,Malta,car_annual_change_in_passenger_km,0.4,
2027,Malta,car_annual_change_in_passenger_km,0.4,
2028,Malta,car_annual_change_in_passenger_km,0.4,
2029,Malta,car_annual_change_in_passenger_km,0.4,
2030,Malta,car_annual_change_in_passenger_km,0.3,
2031,Malta,car_annual_change_in_passenger_km,0.3,
2032,Malta,car_annual_change_in_passenger_km,0.3,
2033,Malta,car_annual_change_in_passenger_km,0.3,
2034,Malta,car_annual_change_in_passenger_km,0.3,
2035,Malta,car_annual_change_in_passenger_km,0.3,
2036,Malta,car_annual_change_in_passenger_km,0.3,
2037,Malta,car_annual_change_in_passenger_km,0.3,
2038,Malta,car_annual_change_in_passenger_km,0.3,
2039,Malta,car_annual_change_in_passenger_km,0.3,
2040,Malta,car_annual_change_in_passenger_km,0.3,
2041,Malta,car_annual_change_in_passenger_km,0.3,
2042,Malta,car_annual_change_in_passenger_km,0.3,
2043,Malta,car_annual_change_in_passenger_km,0.3,
2044,Malta,car_annual_change_in_passenger_km,0.3,
2045,Malta,car_annual_change_in_passenger_km,0.3,
2046,Malta,car_annual_change_in_passenger_km,0.3,
2047,Malta,car_annual_change_in_passenger_km,0.3,
2048,Malta,car_annual_change_in_passenger_km,0.3,
2049,Malta,car_annual_change_in_passenger_km,0.3,
2050,Malta,car_annual_change_in_passenger_km,0.3,
2022,Malta,tram_annual_change_in_passenger_km,0.0,
2023,Malta,tram_annual_change_in_passenger_km,0.0,
2024,Malta,tram_annual_change_in_passenger_km,0.0,
2025,Malta,tram_annual_change_in_passenger_km,0.0,
2026,Malta,tram_annual_change_in_passenger_km,0.0,
2027,Malta,tram_annual_change_in_passenger_km,0.0,
2028,Malta,tram_annual_change_in_passenger_km,0.0,
2029,Malta,tram_annual_change_in_passenger_km,0.0,
2030,Malta,tram_annual_change_in_passenger_km,0.0,
2031,Malta,tram_annual_change_in_passenger_km,0.0,
2032,Malta,tram_annual_change_in_passenger_km,0.0,
2033,Malta,tram_annual_change_in_passenger_km,0.0,
2034,Malta,tram_annual_change_in_passenger_km,0.0,
2035,Malta,tram_annual_change_in_passenger_km,0.0,
2036,Malta,tram_annual_change_in_passenger_km,0.0,
2037,Malta,tram_annual_change_in_passenger_km,0.0,
2038,Malta,tram_annual_change_in_passenger_km,0.0,
2039,Malta,tram_annual_change_in_passenger_km,0.0,
2040,Malta,tram_annual_change_in_passenger_km,0.0,
2041,Malta,tram_annual_change_in_passenger_km,0.0,
2042,Malta,tram_annual_change_in_passenger_km,0.0,
2043,Malta,tram_annual_change_in_passenger_km,0.0,
2044,Malta,tram_annual_change_in_passenger_km,0.0,
2045,Malta,tram_annual_change_in_passenger_km,0.0,
2046,Malta,tram_annual_change_in_passenger_km,0.0,
2047,Malta,tram_annual_change_in_passenger_km,0.0,
2048,Malta,tram_annual_change_in_passenger_km,0.0,
2049,Malta,tram_annual_change_in_passenger_km,0.0,
2050,Malta,tram_annual_change_in_passenger_km,0.0,
2022,Malta,metro_annual_change_in_passenger_km,0.0,
2023,Malta,metro_annual_change_in_passenger_km,0.0,
2024,Malta,metro_annual_change_in_passenger_km,0.0,
2025,Malta,metro_annual_change_in_passenger_km,0.0,
2026,Malta,metro_annual_change_in_passenger_km,0.0,
2027,Malta,metro_annual_change_in_passenger_km,0.0,
2028,Malta,metro_annual_change_in_passenger_km,0.0,
2029,Malta,metro_annual_change_in_passenger_km,0.0,
2030,Malta,metro_annual_change_in_passenger_km,0.0,
2031,Malta,metro_annual_change_in_passenger_km,0.0,
2032,Malta,metro_annual_change_in_passenger_km,0.0,
2033,Malta,metro_annual_change_in_passenger_km,0.0,
2034,Malta,metro_annual_change_in_passenger_km,0.0,
2035,Malta,metro_annual_change_in_passenger_km,0.0,
2036,Malta,metro_annual_change_in_passenger_km,0.0,
2037,Malta,metro_annual_change_in_passenger_km,0.0,
2038,Malta,metro_annual_change_in_passenger_km,0.0,
2039,Malta,metro_annual_change_in_passenger_km,0.0,
2040,Malta,metro_annual_change_in_passenger_km,0.0,
2041,Malta,metro_annual_change_in_passenger_km,0.0,
2042,Malta,metro_annual_change_in_passenger_km,0.0,
2043,Malta,metro_annual_change_in_passenger_km,0.0,
2044,Malta,metro_annual_change_in_passenger_km,0.0,
2045,Malta,metro_annual_change_in_passenger_km,0.0,
2046,Malta,metro_annual_change_in_passenger_km,0.0,
2047,Malta,metro_annual_change_in_passenger_km,0.0,
2048,Malta,metro_annual_change_in_passenger_km,0.0,
2049,Malta,metro_annual_change_in_passenger_km,0.0,
2050,Malta,metro_annual_change_in_passenger_km,0.0,
2022,Malta,train_annual_change_in_passenger_km,0.0,
2023,Malta,train_annual_change_in_passenger_km,0.0,
2024,Malta,train_annual_change_in_passenger_km,0.0,
2025,Malta,train_annual_change_in_passenger_km,0.0,
2026,Malta,train_annual_change_in_passenger_km,0.0,
2027,Malta,train_annual_change_in_passenger_km,0.0,
2028,Malta,train_annual_change_in_passenger_km,0.0,
2029,Malta,train_annual_change_in_passenger_km,0.0,
2030,Malta,train_annual_change_in_passenger_km,0.0,
2031,Malta,train_annual_change_in_passenger_km,0.0,
2032,Malta,train_annual_change_in_passenger_km,0.0,
2033,Malta,train_annual_change_in_passenger_km,0.0,
2034,Malta,train_annual_change_in_passenger_km,0.0,
2035,Malta,train_annual_change_in_passenger_km,0.0,
2036,Malta,train_annual_change_in_passenger_km,0.0,
2037,Malta,train_annual_change_in_passenger_km,0.0,
2038,Malta,train_annual_change_in_passenger_km,0.0,
2039,Malta,train_annual_change_in_passenger_km,0.0,
2040,Malta,train_annual_change_in_passenger_km,0.0,
2041,Malta,train_annual_change_in_passenger_km,0.0,
2042,Malta,train_annual_change_in_passenger_km,0.0,
2043,Malta,train_annual_change_in_passenger_km,0.0,
2044,Malta,train_annual_change_in_passenger_km,0.0,
2045,Malta,train_annual_change_in_passenger_km,0.0,
2046,Malta,train_annual_change_in_passenger_km,0.0,
2047,Malta,train_annual_change_in_passenger_km,0.0,
2048,Malta,train_annual_change_in_passenger_km,0.0,
2049,Malta,train_annual_change_in_passenger_km,0.0,
2050,Malta,train_annual_change_in_passenger_km,0.0,
2022,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2023,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2024,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2025,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2026,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2027,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2028,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2029,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2030,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2031,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2032,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2033,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2034,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2035,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2036,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2037,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2038,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2039,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2040,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2041,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2042,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2043,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2044,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2045,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2046,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2047,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2048,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2049,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2050,Malta,rail_transport_annual_change_in_vehicle_km,0.0,
2022,Malta,road_transport_annual_change_in_vehicle_km,1.6,
2023,Malta,road_transport_annual_change_in_vehicle_km,1.6,
2024,Malta,road_transport_annual_change_in_vehicle_km,1.6,
2025,Malta,road_transport_annual_change_in_vehicle_km,1.6,
2026,Malta,road_transport_annual_change_in_vehicle_km,1.6,
2027,Malta,road_transport_annual_change_in_vehicle_km,1.6,
2028,Malta,road_transport_annual_change_in_vehicle_km,1.6,
2029,Malta,road_transport_annual_change_in_vehicle_km,1.6,
2030,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2031,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2032,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2033,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2034,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2035,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2036,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2037,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2038,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2039,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2040,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2041,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2042,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2043,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2044,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2045,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2046,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2047,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2048,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2049,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2050,Malta,road_transport_annual_change_in_vehicle_km,1.5,
2022,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2023,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2024,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2025,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2026,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2027,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2028,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2029,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2030,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2031,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2032,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2033,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2034,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2035,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2036,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2037,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2038,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2039,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2040,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2041,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2042,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2043,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2044,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2045,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2046,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2047,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2048,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2049,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2050,Malta,water_transport_annual_change_in_vehicle_km,0.0,
2022,Netherlands,annual_population_change,0.2,
2023,Netherlands,annual_population_change,0.2,
2024,Netherlands,annual_population_change,0.2,
2025,Netherlands,annual_population_change,0.2,
2026,Netherlands,annual_population_change,0.2,
2027,Netherlands,annual_population_change,0.2,
2028,Netherlands,annual_population_change,0.2,
2029,Netherlands,annual_population_change,0.2,
2030,Netherlands,annual_population_change,-0.1,
2031,Netherlands,annual_population_change,-0.1,
2032,Netherlands,annual_population_change,-0.1,
2033,Netherlands,annual_population_change,-0.1,
2034,Netherlands,annual_population_change,-0.1,
2035,Netherlands,annual_population_change,-0.1,
2036,Netherlands,annual_population_change,-0.1,
2037,Netherlands,annual_population_change,-0.1,
2038,Netherlands,annual_population_change,-0.1,
2039,Netherlands,annual_population_change,-0.1,
2040,Netherlands,annual_population_change,-0.1,
2041,Netherlands,annual_population_change,-0.1,
2042,Netherlands,annual_population_change,-0.1,
2043,Netherlands,annual_population_change,-0.1,
2044,Netherlands,annual_population_change,-0.1,
2045,Netherlands,annual_population_change,-0.1,
2046,Netherlands,annual_population_change,-0.1,
2047,Netherlands,annual_population_change,-0.1,
2048,Netherlands,annual_population_change,-0.1,
2049,Netherlands,annual_population_change,-0.1,
2050,Netherlands,annual_population_change,-0.1,
2022,Netherlands,decarbonization_of_grid_electricity,-1.1,
2023,Netherlands,decarbonization_of_grid_electricity,-1.1,
2024,Netherlands,decarbonization_of_grid_electricity,-1.1,
2025,Netherlands,decarbonization_of_grid_electricity,-1.1,
2026,Netherlands,decarbonization_of_grid_electricity,-1.1,
2027,Netherlands,decarbonization_of_grid_electricity,-1.1,
2028,Netherlands,decarbonization_of_grid_electricity,-1.1,
2029,Netherlands,decarbonization_of_grid_electricity,-1.1,
2030,Netherlands,decarbonization_of_grid_electricity,-2.2,
2031,Netherlands,decarbonization_of_grid_electricity,-2.2,
2032,Netherlands,decarbonization_of_grid_electricity,-2.2,
2033,Netherlands,decarbonization_of_grid_electricity,-2.2,
2034,Netherlands,decarbonization_of_grid_electricity,-2.2,
2035,Netherlands,decarbonization_of_grid_electricity,-2.2,
2036,Netherlands,decarbonization_of_grid_electricity,-2.2,
2037,Netherlands,decarbonization_of_grid_electricity,-2.2,
2038,Netherlands,decarbonization_of_grid_electricity,-2.2,
2039,Netherlands,decarbonization_of_grid_electricity,-2.2,
2040,Netherlands,decarbonization_of_grid_electricity,-2.2,
2041,Netherlands,decarbonization_of_grid_electricity,-2.2,
2042,Netherlands,decarbonization_of_grid_electricity,-2.2,
2043,Netherlands,decarbonization_of_grid_electricity,-2.2,
2044,Netherlands,decarbonization_of_grid_electricity,-2.2,
2045,Netherlands,decarbonization_of_grid_electricity,-2.2,
2046,Netherlands,decarbonization_of_grid_electricity,-2.2,
2047,Netherlands,decarbonization_of_grid_electricity,-2.2,
2048,Netherlands,decarbonization_of_grid_electricity,-2.2,
2049,Netherlands,decarbonization_of_grid_electricity,-2.2,
2050,Netherlands,decarbonization_of_grid_electricity,-2.2,
2022,Netherlands,share_of_electricity_in_road_transport,0.4,
2023,Netherlands,share_of_electricity_in_road_transport,0.4,
2024,Netherlands,share_of_electricity_in_road_transport,0.4,
2025,Netherlands,share_of_electricity_in_road_transport,0.7,
2026,Netherlands,share_of_electricity_in_road_transport,0.7,
2027,Netherlands,share_of_electricity_in_road_transport,0.7,
2028,Netherlands,share_of_electricity_in_road_transport,0.7,
2029,Netherlands,share_of_electricity_in_road_transport,0.7,
2030,Netherlands,share_of_electricity_in_road_transport,1.1,
2031,Netherlands,share_of_electricity_in_road_transport,1.1,
2032,Netherlands,share_of_electricity_in_road_transport,1.1,
2033,Netherlands,share_of_electricity_in_road_transport,1.1,
2034,Netherlands,share_of_electricity_in_road_transport,1.1,
2035,Netherlands,share_of_electricity_in_road_transport,1.5,
2036,Netherlands,share_of_electricity_in_road_transport,1.5,
2037,Netherlands,share_of_electricity_in_road_transport,1.5,
2038,Netherlands,share_of_electricity_in_road_transport,1.5,
2039,Netherlands,share_of_electricity_in_road_transport,1.5,
2040,Netherlands,share_of_electricity_in_road_transport,1.9,
